MitgliedsID;Titel;Name;Vorname;Geburstatag; JahresBeitrag ;ZahlArt;LetzteBeitragsZahlung;PLZ;Ort;Straße;HausNr;TelefonNummer;MobilNummer;Email;DatumEintritt;MitgliedsStatus;Kommentar
167;;Schreiber;Julia;1979-08-02; 60 € ;Abbuchung;;;;;;;01733842449;jonas.schwarz@web.de;2001-10-29;aktiv;
398;;Schröder;Jan;1957-07-17; 60 € ;Abbuchung;;29467;Duisburg;Goethestraße;94;;01765857514;marc_schwarz@hotmail.de;2023-03-07;aktiv;
351;;Schulz;Jonas;1975-01-20; 60 € ;Abbuchung;;;;;;;;sofia_schwarz56@outlook.de;2017-01-21;aktiv;bezahlt noch, aber keine Kontakt Dauerauftragten
222;;Schumacher;Felix;1954-08-28; 70 € ;Abbuchung;;14643;Nürnberg;Kirchweg;133b;;01511456819;timschwarz63@outlook.de;2008-01-01;aktiv;mehr als 70 € gehe nicht
409;;Schwarz;Franziska;2005-04-26; 60 € ;Abbuchung;;94294;München;Rosenweg;91a;0909299574;;;2024-06-11;aktiv;
401;;Schäfer;Oliver;1962-09-22; 240 € ;Dauerauftrag;;;;;;0363612201;;;2023-08-13;aktiv;
205;;Seifert;Maria;1942-09-09; 60 € ;Abbuchung;;79847;Nürnberg;Rosenweg;62;;01730663563;luis.wagner@gmx.de;2005-02-06;aktiv;
134;;Seitz;Mia;1980-02-04;;;;88383;Bielefeld;Ringstraße;114a;;01775322586;;;gekündigt;gekündigt zum 30.04.2025
25;;Simon;Simon;1922-09-12; 84 € ;;;42463;Frankfurt am Main;Friedrichstraße;80a;09309588859;;anna.weber@web.de;1990-12-17;aktiv;
394;;Sommer;Dominik;1964-08-14; 60 € ;Dauerauftrag;;60566;München;Herrenweg;131a;;01752711644;annaweber@gmail.com;2022-12-15;aktiv;
213;;Stahl;Stefan;1947-04-26; 60 € ;Abbuchung;;;;;;;01797638515;benjamin.weber@outlook.de;2006-12-02;aktiv;
343;;Stein;Julia;1961-09-22; 60 € ;Abbuchung;;56401;Stuttgart;Kirchweg;69c;;;charlotteweber96@gmail.com;2016-06-30;aktiv;
236;;Steiner;Lena;1960-06-03; 60 € ;Abbuchung;;60566;Köln;Friedrichstraße;6;;01783937206;claraweber@gmx.de;2009-02-11;aktiv;E-Mail geschrieben, Brief zurück
416;;Stoll;Maria;2006-02-07; 60 € ;Dauerauftrag;;24292;Nürnberg;Bergstraße;149a;;01525698178;;2024-11-11;aktiv;
125;;Strauss;Tobias;1932-07-23;;;;;;;;;01522743705;;;aktiv;gestrichen zum 03.06.25
103;;Thiele;Nele;1979-08-06;;;;;;;;01226249883;;max.weber@hotmail.de;;aktiv;gestrichen zum 03.06.25
72;;Thomas;Michael;1955-12-02; 60 € ;Abbuchung;;21739;Bremen;Hauptstraße;66;0280360018;;moritz_weber@t-online.de;1993-03-18;aktiv;
131;;Thomsen;Emma;1975-08-18; 120 € ;Dauerauftrag;;51162;Duisburg;Goethestraße;24a;;01758219448;neleweber@hotmail.de;1999-06-03;aktiv;bezahlt noch, aber keine Kontakt Dauerauftragten
68;;Ullmann;Maria;1968-06-01; 60 € ;Abbuchung;;;;;;;01513040541;;1993-01-24;aktiv;bezahlt noch, aber keine Kontakt Dauerauftragten
139;;Ulrich;Anna;1947-06-20; 60 € ;Abbuchung;;;;;;080404202620;;timweber47@gmail.com;2000-04-04;aktiv;
123;Prof.;Vogel;Franziska;1933-09-26; 60 € ;Abbuchung;;98888;Bremen;Lessingstraße;126;;01737543214;annawerner@gmail.com;1998-03-31;aktiv;
249;;Voigt;Hannah;1991-03-28; 60 € ;Abbuchung;;85327;Köln;Hauptstraße;82b;;01703382956;anna_werner37@gmx.de;2009-09-29;aktiv;
97;Dr.;Voss;Sara;1980-04-17;;;;15674;München;Ringstraße;37;;01787185393;;;gestrichen;gestrichen zum 03.06.25
26;;Voß;Carolin;1867-03-26; 60 € ;Abbuchung;;;;;;;01783913887;jonas_werner@hotmail.de;1905-06-12;aktiv;
73;;Wagner;Lukas;1970-01-23; 60 € ;Abbuchung;;50607;Essen;Herrenweg;142;;01724933087;lea.werner@t-online.de;1993-04-27;aktiv;bezahlt noch, aber keine Kontakt Dauerauftragten
378;;Walter;Jan;1941-12-28; 60 € ;Abbuchung;;34413;Berlin;Kirchweg;31;;01511786084;leon.werner@gmx.de;2020-11-04;aktiv;
217;;Weber;Johanna;1984-05-10; 60 € ;Abbuchung;;96151;Münster;Bergstraße;139a;0175083926;;luisawerner@hotmail.de;2007-09-01;aktiv;
129;;Weigel;Lea;1941-11-01; 60 € ;Abbuchung;;73417;Bonn;Gartenweg;29c;060723418379;;marc_werner52@gmail.com;1998-12-22;aktiv;
404;;Weiss;Tim;1963-01-06; 60 € ;Abbuchung;;65523;Hannover;Parkstraße;12c;;;marie.werner@outlook.de;2023-11-19;aktiv;
405;;Wendt;Lisa;1944-10-21; 60 € ;Abbuchung;;69926;Dresden;Bergstraße;106b;056958977;;moritz_werner@web.de;2023-11-19;aktiv;
384;;Wenzel;Marie;1987-04-22; 60 € ;Abbuchung;;93686;Bochum;Bahnhofstraße;149c;0738539490;;niklas.werner@hotmail.de;2021-10-28;aktiv;
173;;Werner;Lisa;1964-07-16; 60 € ;Abbuchung;;88740;Wuppertal;Lessingstraße;84c;;01751192136;paulwerner@hotmail.de;2002-04-21;aktiv;
402;;Wiegand;Philipp;1957-04-27; 60 € ;Abbuchung;;12070;Berlin;Rosenweg;87c;;01796348701;pauline.werner@t-online.de;2023-09-20;aktiv;
254;;Winkler;Lukas;1979-05-25; 60 € ;Abbuchung;;57266;Bremen;Mozartstraße;86b;;01791550163;amelie_wolf@hotmail.de;2010-02-25;aktiv;
235;;Winter;Michael;1955-05-09; 60 € ;Abbuchung;;;;;;;01522026486;felix_wolf@hotmail.de;2009-01-01;aktiv;
227;Dr.;Wolf;Emma;1942-11-25; 60 € ;Abbuchung;;60653;Dresden;Parkstraße;69b;;;;2008-01-01;aktiv;
54;;Wolff;Luis;1931-12-09; 60 € ;;;65582;Dortmund;Kirchweg;22b;;;;1992-04-09;aktiv;
182;;Zeller;Niklas;1960-09-22; 60 € ;Abbuchung;;;;;;;01756164349;charlotte_zimmermann57@outlook.de;2002-11-20;aktiv;bezahlt noch, aber keine Kontakt Dauerauftragten
233;;Zeller;Paul;1945-10-15; 60 € ;Abbuchung;;11973;Frankfurt am Main;Herrenweg;84c;081534467066;;danielzimmermann@hotmail.de;2008-11-20;aktiv;
225;;Ziegler;Leon;1946-03-11; 60 € ;;;47778;Bochum;Gartenweg;114a;;01784549259;;2008-01-01;aktiv;
83;;Zimmer;Marie;1972-12-05; 60 € ;Abbuchung;;70371;Bremen;Parkstraße;130c;;;;1994-02-18;aktiv;
411;;Zimmermann;Philipp;1979-04-02; 60 € ;Abbuchung;;67582;Dresden;Goethestraße;141b;;01571148520;sofia.zimmermann@gmx.de;2024-07-16;aktiv;
